machine_cpu_usr,machine_cpu_kernel,machine_cpu_iowait,machine_cpu,machine_gpu,gpu_util_per_gpu,machine_load_1,machine_net_receive,machine_num_worker,gpu_type,cap_cpu,cap_mem,cap_gpu,duration_sec
41.2934797979798,12.826489350912778,0.0030741114192084,54.12304326031178,72.40246975806451,9.050308719758064,237.3325463242699,519009811.8882789,19.302621906395487,MISC,96,512,8,63
22.71482142150069,2.265453494391717,0.0032175941928793,24.983492510085288,47.11988959806797,23.559944799033985,24.283582081822892,122504985.47902642,5.681904433327582,T4,96,512,2,27420
1.7958734105679572,1.3303969331322274,0.0028634416729654,3.12913378537315,1.9592760180995483,0.9796380090497742,3.1316109713135383,15033962.32142857,1.4041216386026645,T4,96,512,2,41
33.86964501653283,8.737358744394621,0.0029253660840812,42.60992912701153,247.2502360717658,30.906279508970727,50.253051711924435,652428704.5797923,10.698442661632845,MISC,96,512,8,3887
20.883557259223767,8.977708842559311,0.0049364660752817,29.86620256785836,279.04702351175587,34.88087793896948,29.489380475594487,695785574.9687109,13.870838548185231,MISC,96,512,8,144
18.572608719748754,3.4762185479401437,0.0086009606502863,22.057428228339187,83.36936437546194,41.68468218773097,14.506369179600885,244872379.21101257,5.252724921485314,P100,64,512,2,21445
11.246560368434157,3.390210578842315,0.002584308841843,14.639355256118314,52.51740196078431,26.258700980392156,22.055457420318728,141560707.69540086,3.029899497487438,T4,96,512,2,21
24.58032114537445,2.8788486784140974,0.0020411894273127,27.461211013215863,27.47170226822286,13.73585113411143,24.315971371944514,88359634.33164501,6.166923585113411,P100,64,512,2,8274
34.491477832512324,8.706339893721706,0.0255885714285714,43.2234062976626,36.324473321519974,18.162236660759987,35.49094566929133,1148459388.786685,6.576127634429781,P100,64,512,2,18514
1.5997489409771253,1.1273917910447762,0.0025909770687936,2.7297317090906947,7.337431008529855,3.6687155042649273,2.672922439759036,11338311.09939759,1.7158264359167297,T4,96,512,2,191
21.757139464375943,4.18252993180096,0.0024071266110689,25.942076522787968,65.23936571860055,32.619682859300276,22.04084782608696,194630560.44972208,5.806215260232443,P100,64,512,2,32
16.300800409766094,1.7568777322404372,0.0026918088737201,18.06036995088025,30.968761030709487,15.484380515354744,17.811718976169466,49081939.74064926,4.979001235221458,T4,96,512,2,25501
17.66626691838513,3.747352209243272,0.0027583926754832,21.41637752030388,49.66615892358467,24.833079461792334,27.588981194409147,165810356.05490595,,T4,96,512,2,163
10.72230569185476,2.6320130093274416,0.0031133742331288,13.35743207541533,30.439293598233995,15.219646799116997,8.333809501074242,148208087.81265327,4.608930323846908,P100,64,512,2,1430
3.0738987246811704,1.2199312421580928,0.00256875,4.296398716839263,13.500120860526955,6.750060430263478,4.1881842764146215,17507504.47611903,2.0709756097560974,T4,96,512,2,529
15.161489780658025,3.082027909294792,0.002597858565737,18.246115548518556,45.03860523038605,22.519302615193023,18.454268444666,298549154.79202986,3.0442695523856367,T4,96,512,2,332
9.871994355597364,2.9051215041128087,0.013666431593794,12.790782291303964,23.02844381758345,11.514221908791725,8.492719021866918,448295297.13211095,4.7760072843159564,P100,64,512,2,4359
4.499849541694611,1.4056917057902971,0.0079289067739771,5.913470154258888,72.61675977653631,36.308379888268156,3.447005587840858,64449444.83264056,3.2169076751946606,P100,64,512,2,9821
16.121512834978844,2.0171948409717,0.0036326889279437,18.14234036487849,20.632571996027806,10.316285998013903,17.56898747808665,71487733.05360721,2.7446169253880823,T4,96,512,2,203
40.39823402674592,13.996635691397586,0.0030556655121227,54.39792538365562,59.83509982745871,7.479387478432339,162.2985004930966,655236481.2734082,19.035413571074788,MISC,96,512,8,1013
46.53224304685544,16.43476898020546,0.0019621648709596,62.968974191931856,278.314142678348,34.7892678347935,83.9633722152691,530879451.92722714,7.951536347739196,V100,96,512,8,459
30.73531593352884,11.54446226046148,0.0032490713587487,42.28302726534907,201.83088954056697,25.22886119257087,132.24208543499512,640332775.3861192,12.820419847328242,MISC,96,512,8,17144
28.593779175050308,1.7502245154794869,0.0056151133501259,30.349618803879924,15.803975842979364,7.901987921489682,35.17727654755913,8758826.730258392,2.386763965777554,T4,96,512,2,166
11.031846368008098,4.169169195751138,0.0398802531645569,15.240895816923793,34.113078674424486,17.056539337212243,13.226701288855194,386620790.8824273,4.6964105156723965,P100,64,512,2,1547
25.51232706110572,5.556002521823473,0.0023904946653734,31.070720077594565,63.06633048875097,31.533165244375486,20.340353249272553,220013159.37536368,4.91278282730613,P100,64,512,2,17471
12.086185678391962,3.5512260738507915,0.0168280542986425,15.654239806541396,24.867052023121392,12.433526011560696,10.547635507246378,527550498.89391655,5.57672090112641,P100,64,512,2,53
11.90943758668516,2.4929907557198985,0.0035042774566473,14.405932619861703,12.79510921177588,6.39755460588794,9.258624822021831,155401759.66297323,2.3408444022770403,P100,64,512,2,3595
21.155036469572728,7.466201122140699,0.002274983811785,28.62351257552521,145.68949383241173,18.211186729051466,34.14866659473457,975944109.1099476,10.95059331175836,MISC,96,512,8,9779
36.75301656626506,8.384006276675871,0.001179648241206,45.138202491182135,87.33333333333331,10.916666666666664,87.73944388651769,744052959.3373494,13.978664658634536,MISC,96,512,8,123
19.113725213890287,3.465343812877264,0.0130077987421383,22.59207682550969,48.949433962264145,24.474716981132072,16.033082494969822,219142415.43762577,5.580377358490566,P100,64,512,2,62
30.676545409056786,15.037036,0.0005255255255255,45.71410693458231,352.16824290691886,44.02103036336486,52.47376005998501,271845879.83992004,7.077558168626468,MISC,96,512,8,94
1.0333225176872407,1.2023575432610287,0.0029934226552984,2.238673483603568,21.550775387693857,10.775387693846929,2.2941717146433045,18474839.56153463,1.6175807663410968,T4,96,512,2,1441
9.218033651848774,2.823810176531671,0.0046847352024922,12.046528563582935,41.63390816538541,20.816954082692703,10.860503426791274,294721863.5707101,6.363730785209805,P100,64,512,2,12723
23.55168119490695,10.746103574926543,0.0024794419970631,34.30026421183056,29.49547123623011,14.747735618115055,64.30987714145864,425546824.6632378,5.083373493975904,P100,64,512,2,1338
15.413184047426572,2.849691956782713,0.0036028385855184,18.266478842794804,20.73059701492537,10.365298507462684,20.795283117529877,207066959.32038835,5.156716417910448,T4,96,512,2,542
13.84031424375918,18.421916238060245,0.0023676866585067,32.26459816847793,514.853485424588,64.3566856780735,30.77078752535497,468462858.0201425,7.597567156614293,V100M32,96,384,8,47
21.081730700636943,6.014750189441777,0.0017281801894036,27.09820907026813,64.3202614379085,32.16013071895425,17.861293511066393,1052673647.2828848,4.2807272727272725,P100,64,512,2,136
21.07352419169916,2.299097982708933,0.0023033429632686,23.374925517371363,33.48438168592212,16.74219084296106,23.649525042808214,209273387.28070176,,T4,96,512,2,10551
25.181726344452013,28.18729900181488,0.0025372050816696,53.37156255134858,556.9909255898367,69.62386569872959,57.54157246541165,1245004956.0353825,11.05374149659864,V100M32,96,384,8,6752
13.211512528473802,2.1876226793778226,0.003313725490196,15.40244893334182,71.35198193677874,35.67599096838937,15.201429001505268,65014737.92846386,3.6281986954340177,T4,96,512,2,242
17.769267146282974,20.512920124730147,0.0152570127067849,38.297444283719905,111.42625,55.713125,28.752421743437363,347703938.16,3.5455,P100,64,512,2,252
13.226211173184357,2.4126363433169424,0.0036219294327824,15.64246944593408,56.13998660415271,28.069993302076355,15.779026586237714,582903069.3564246,2.786559499888368,T4,96,512,2,7387
24.12852222532849,2.6859389946315275,0.003064697265625,26.81752591722564,28.18779576587796,14.09389788293898,26.30083383158944,43022147.27453911,6.827766699900299,T4,96,512,2,455
14.17382261263814,2.398716365461848,0.0046045226130653,16.577143500713053,37.497654900024685,18.748827450012342,16.265030881245288,80285507.72225012,6.426204819277109,T4,96,512,2,31
48.41908711709755,6.429595181245929,0.0025159470600998,54.851198245403566,164.20078057241977,20.52509757155247,71.47764761703922,533181110.2430557,16.557426597582037,MISC,96,512,8,9507
52.91544786067512,7.708738494623655,0.0014245161290322,60.62561087142779,135.61164839888244,16.951456049860305,84.33663034601332,615061314.9263028,14.881796690307327,MISC,96,512,8,10008
12.102043615441726,3.1314984215413184,0.0037968808020794,15.237338917785126,27.00408163265306,13.50204081632653,9.712888393686164,121869571.44475394,5.8185701021355625,P100,64,512,2,21180
24.046694606414,7.966795432458698,0.0025253948967193,32.01601543376942,131.0447253281478,16.380590666018474,34.676703430204874,475062154.6882436,12.395671206225678,MISC,96,512,8,2208
6.475787754114231,3.1288480890179007,0.0007672392934914,9.605403082425624,10.51839303000968,1.31479912875121,10.158720890825462,9953592.773475315,8.554695062923521,V100M32,96,384,8,2579
32.52973084832905,7.767461953727508,0.0009976857804062,40.29819048783696,155.07150205761317,19.383937757201647,43.183543864162594,603586216.9922879,16.842673521850898,MISC,96,512,8,515
12.367435883171073,2.5626063225487776,0.0090405940594059,14.939082799779255,122.91096230158728,61.45548115079364,14.85287105590062,114829087.96774194,6.765625,T4,96,512,2,851
17.617028404163054,24.83429144095341,0.0067724810400866,42.458092326156546,94.06738894907907,47.03369447453954,90.09839003250268,78964790.43129605,3.1668467689647724,P100,64,512,2,9524
32.842834546824,11.832833710123086,0.0038988199849359,44.67956707693202,171.34279256654946,21.417849070818683,57.32434862161503,832715073.6443884,13.737066800602712,MISC,96,512,8,176
12.642161375661376,4.131676286676287,0.0016085178055822,16.775446180143245,100.476430976431,50.2382154882155,12.740049554967523,727622270.5627706,5.05940355940356,P100,64,512,2,2762
12.031142755479648,2.8022055516014235,0.0027292141230068,14.836077521204071,9.151700583463784,4.575850291731892,11.375853238434164,237568577.851862,4.509608540925266,P100,64,512,2,45963
17.306696962088875,6.8576105950288735,0.0039836683417085,24.16829122545945,34.91963837267705,17.459819186338525,14.895675791059766,283955585.17327976,5.455686668340447,P100,64,512,2,285
29.53495430379747,10.059938094634024,0.0017366229177183,39.59662902134922,245.1045850701023,30.638073133762788,47.34619897062515,573550674.6732522,13.615277777777774,MISC,96,512,8,59551
4.408672595886603,2.12391167192429,0.0032554124417648,6.535839680252657,81.13935451588692,40.56967725794346,6.611141141141141,349684114.00936896,2.021532298447672,T4,96,512,2,51
43.39189314314313,10.56408281210908,0.0014902451225612,53.95746620037478,139.44780976220275,17.430976220275344,75.65400200250313,924332374.1547709,17.651255282127767,MISC,96,512,8,828
45.0843860428051,12.556455341904652,0.0043350398179749,57.64517642452773,159.89341371857583,19.98667671482198,85.67599158230009,240065363.48538283,11.250995562635117,MISC,96,512,8,72531
12.659558022199798,3.2480146169354835,0.0205425478348439,15.928115186970125,43.8185941043084,21.9092970521542,10.677828339258507,276382109.8655164,5.5324050632911375,P100,64,512,2,112
22.53345171192444,2.3485007085498344,0.0018550177095631,24.88380743818384,68.66438517819212,34.33219258909606,16.018867799811144,167901290.5785124,4.610625737898465,P100,64,512,2,4034
8.31445578063241,5.5093238636363635,0.0105144551519644,13.83429409942074,83.67501227295041,41.837506136475206,8.407348250416566,424903839.7529645,1.960217445021004,P100,64,512,2,753
